date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:18:38	710907/710907	---M--	200	added ('OK')	image/png	etag:%22ad8fb-5b896d60a6a65%22	http://songdos.com/intro/img/img_strat01.png	C:/My%20Web%20Sites/uncle/songdos.com/intro/img/img_strat01.png	(from http://songdos.com/intro/strat.php)
02:18:39	5471/5471	---M--	200	added ('OK')	image/png	etag:%22155f-54b2454b09d19%22	http://songdos.com/device/img/tit_device03.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/tit_device03.png	(from http://songdos.com/device/device03.php)
02:18:50	639903/639903	---M--	200	added ('OK')	image/png	etag:%229c39f-54b2454aeb0e9%22	http://songdos.com/device/img/img_device02.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/img_device02.png	(from http://songdos.com/device/device02.php)
02:18:51	6181/6181	---M--	200	added ('OK')	image/png	etag:%221825-560331989ac25%22	http://songdos.com/device/img/tit_device04.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/tit_device04.png	(from http://songdos.com/device/device04.php)
02:20:07	1260232/1260232	---M--	200	added ('OK')	image/png	etag:%22133ac8-5ae4e3e7c35a4%22	http://songdos.com/intro/img/img_strat02.png	C:/My%20Web%20Sites/uncle/songdos.com/intro/img/img_strat02.png	(from http://songdos.com/intro/strat.php)
02:21:09	848734/848734	---M--	200	added ('OK')	image/png	etag:%22cf35e-56033195c3f3d%22	http://songdos.com/device/img/img_device04.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/img_device04.png	(from http://songdos.com/device/device04.php)
02:21:44	1141451/1141451	---M--	200	added ('OK')	image/png	etag:%22116acb-54b2454b05ab1%22	http://songdos.com/device/img/img_device03.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/img_device03.png	(from http://songdos.com/device/device03.php)
02:21:46	12035/12035	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Mar%202022%2017:21:43%20GMT	http://songdos.com/method/method04.php	C:/My%20Web%20Sites/uncle/songdos.com/method/method04.html	(from http://songdos.com/method/method01_02.php)
02:21:47	6581/6581	---M--	200	added ('OK')	image/png	etag:%2219b5-57bb34c26892a%22	http://songdos.com/method/img/tit_method01_03.png	C:/My%20Web%20Sites/uncle/songdos.com/method/img/tit_method01_03.png	(from http://songdos.com/method/method01_03.php)
02:22:56	2376654/2376654	---M--	200	added ('OK')	image/png	etag:%222443ce-5c8da9959b9ce%22	http://songdos.com/therapy/img/img_therapy01.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy01.png	(from http://songdos.com/therapy/therapy01.php)
02:23:18	1177947/1177947	---M--	200	added ('OK')	image/png	etag:%2211f95b-5bae26fd10125%22	http://songdos.com/device/img/img_device05.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/img_device05.png	(from http://songdos.com/device/device05.php)
02:23:19	12157/12157	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Mar%202022%2017:23:17%20GMT	http://songdos.com/method/method03_02.php	C:/My%20Web%20Sites/uncle/songdos.com/method/method03_02.html	(from http://songdos.com/method/method03.php)
02:23:29	632667/632667	---M--	200	added ('OK')	image/png	etag:%229a75b-5a376264156dd%22	http://songdos.com/method/img/img_method01_03.png	C:/My%20Web%20Sites/uncle/songdos.com/method/img/img_method01_03.png	(from http://songdos.com/method/method01_03.php)
02:24:55	737700/737700	---M--	200	added ('OK')	image/png	etag:%22b41a4-5c8da8ece2be3%22	http://songdos.com/method/img/img_method02.png	C:/My%20Web%20Sites/uncle/songdos.com/method/img/img_method02.png	(from http://songdos.com/method/method02.php)
02:25:10	1495413/1495413	---M--	200	added ('OK')	image/png	etag:%2216d175-5bae26ff53e7d%22	http://songdos.com/device/img/img_device06.png	C:/My%20Web%20Sites/uncle/songdos.com/device/img/img_device06.png	(from http://songdos.com/device/device06.php)
02:28:12	1811028/1811028	---M--	200	added ('OK')	image/png	etag:%221ba254-5d442f91b7e5b%22	http://songdos.com/method/img/img_method03.png	C:/My%20Web%20Sites/uncle/songdos.com/method/img/img_method03.png	(from http://songdos.com/method/method03.php)
02:31:10	2310377/2310377	---M--	200	added ('OK')	image/png	etag:%222340e9-54b2452dd9299%22	http://songdos.com/therapy/img/img_therapy02_02.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy02_02.png	(from http://songdos.com/therapy/therapy02_02.php)
02:33:28	853840/853840	---M--	200	added ('OK')	image/png	etag:%22d0750-57bb34c23ed32%22	http://songdos.com/method/img/img_method04.png	C:/My%20Web%20Sites/uncle/songdos.com/method/img/img_method04.png	(from http://songdos.com/method/method04.php)
02:34:38	2894831/2894831	---M--	200	added ('OK')	image/png	etag:%222c2bef-5ae3cb89b2645%22	http://songdos.com/therapy/img/img_therapy02_04.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy02_04.png	(from http://songdos.com/therapy/therapy02_04.php)
02:35:06	1895931/1895931	UR-M--	200	added ('Partial%20Content')	image/png	etag:%221cedfb-5c8dac64cab12%22	http://songdos.com/therapy/img/img_therapy02_01.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy02_01.png	(from http://songdos.com/therapy/therapy02_01.php)
02:35:29	4023805/4023805	---M--	200	added ('OK')	image/png	etag:%223d65fd-54b2452e2edb1%22	http://songdos.com/therapy/img/img_therapy02_03.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy02_03.png	(from http://songdos.com/therapy/therapy02_03.php)
02:36:00	3656792/3656792	---M--	200	added ('OK')	image/png	etag:%2237cc58-54b2452e69f01%22	http://songdos.com/therapy/img/img_therapy02_05.png	C:/My%20Web%20Sites/uncle/songdos.com/therapy/img/img_therapy02_05.png	(from http://songdos.com/therapy/therapy02_05.php)
